id,email,name,phone,gender,birth_date,signup_channel,utm_source,utm_medium,utm_campaign,created_at,updated_at
fa142446-a2be-476c-ae52-a4eee6bab428,user0027_yeongceolo@gmail.com,박영숙,010-3561-5951,여성,1999-01-22,kakao,,,,2026-02-24T17:58:21+09:00,2026-02-24T17:58:21+09:00
5cba29c9-3fc3-4ec0-b286-752d25a6c20c,user0028_si@naver.com,이숙자,041-366-2994,여성,1999-08-24,google,google,organic,,2025-09-30T10:47:33+09:00,2025-09-30T10:47:33+09:00
30a17afc-6d77-4f8d-baa6-6cbd87ea8a23,user0029_jinucoe@nate.com,전수진,062-738-7214,여성,1998-02-15,google,instagram,social,brand_awareness,2025-07-19T10:56:03+09:00,2025-07-19T10:56:03+09:00
c8a0de45-4338-46dd-a91f-badced74dd8e,user0030_yeongsuggim@hanmail.net,강순옥,02-0379-1769,여성,1992-09-20,kakao,google,organic,,2025-08-05T21:17:13+09:00,2025-08-05T21:17:13+09:00
e7f3b4ed-8e74-441b-b8b5-a74cbb3aa3b6,user0031_seongsuim@daum.net,한예진,061-328-7083,여성,2003-06-16,google,instagram,social,brand_awareness,2025-10-02T09:14:25+09:00,2025-10-02T09:14:25+09:00
99e72de1-bbd0-46ce-a3c9-c4096e401fde,user0032_jjang@nate.com,김미정,062-986-8727,선택안함,2003-01-23,google,google,organic,,2026-03-12T21:11:08+09:00,2026-03-12T21:11:08+09:00
2ce19f58-e792-4115-9826-8830565ea17e,user0033_yunseo87@hanmail.net,권지현,062-143-4558,여성,1994-11-20,kakao,naver,organic,,2026-03-22T09:27:01+09:00,2026-03-22T09:27:01+09:00
357c9598-19ed-4569-a96a-b54108068a7a,user0034_yeweongim@live.com,김영미,010-7603-6690,여성,1995-11-05,google,instagram,social,brand_awareness,2025-09-17T20:01:20+09:00,2025-09-17T20:01:20+09:00
542456c7-3881-4601-98f6-27beeb770031,user0035_nojaeho@live.com,권영미,010-8937-3467,여성,1997-05-05,kakao,naver,organic,,2026-01-05T21:37:25+09:00,2026-01-05T21:37:25+09:00
ed6c86c5-38eb-47e5-bd9b-1ed3442c5b24,user0036_do@hotmail.com,이정순,010-0699-0162,여성,2000-10-19,google,instagram,social,brand_awareness,2026-01-23T11:33:32+09:00,2026-01-23T11:33:32+09:00
afb06435-8d80-401f-8a91-c22243b4e853,user0037_yeonggil55@live.com,김선영,061-417-0805,여성,1994-12-13,kakao,instagram,social,brand_awareness,2025-11-05T12:48:48+09:00,2025-11-05T12:48:48+09:00
8581f735-8a56-455d-bd33-edac70e00a13,user0038_gweonhayun@hanmail.net,김현주,016-232-7193,여성,1993-07-24,kakao,kakao,cpc,spring_sale,2025-10-14T18:55:40+09:00,2025-10-14T18:55:40+09:00
e6f0b5b8-221e-4666-83f5-575607b7a83c,user0039_hwangseonghyeon@naver.com,김아름,011-049-6631,여성,1992-01-20,google,naver,organic,,2025-11-14T10:19:29+09:00,2025-11-14T10:19:29+09:00
34e14123-93e0-4170-9df1-1e0d4d099cfa,user0040_jeonghyi91@gmail.com,류서현,010-6518-5067,여성,1996-02-14,google,youtube,social,influencer_collab,2025-07-11T09:28:58+09:00,2025-07-11T09:28:58+09:00
3ecc779a-34a3-4d18-8382-ca51fac4f4f3,user0041_bo@hotmail.com,성은주,064-749-8776,여성,2002-09-12,kakao,instagram,social,brand_awareness,2025-09-01T13:02:15+09:00,2025-09-01T13:02:15+09:00
0516a336-d836-4331-8a78-2d2cb1bf8539,user0042_jeongsungim@dreamwiz.com,최숙자,062-996-5075,여성,1994-05-13,kakao,naver,organic,,2025-09-05T09:50:40+09:00,2025-09-05T09:50:40+09:00
fe784bc2-ac96-4524-a050-5b0d444bda1d,user0043_yejun94@gmail.com,김지우,043-136-7837,여성,1999-01-02,google,google,organic,,2025-10-12T12:21:05+09:00,2025-10-12T12:21:05+09:00
32998352-6397-415e-9f11-706efa24b1a8,user0044_ijunho@hanmail.net,박지우,018-957-8856,여성,1995-06-04,google,instagram,social,brand_awareness,2025-11-29T12:42:44+09:00,2025-11-29T12:42:44+09:00
5b59b5cd-7bfe-474a-9852-e5fbcef29b27,user0045_qi@hanmail.net,최순자,070-3518-2337,여성,1992-04-07,kakao,kakao,cpc,spring_sale,2025-12-11T19:19:11+09:00,2025-12-11T19:19:11+09:00
a15c1047-216f-482c-833a-eb50ba886acc,user0046_hyeonju34@hanmail.net,최지연,042-408-2400,선택안함,1996-05-09,google,naver,blog,review_campaign,2025-12-31T11:32:49+09:00,2025-12-31T11:32:49+09:00
40ee50db-0d04-4b7d-a70e-85feb01ad21f,user0047_agim@naver.com,한미정,063-752-0471,여성,1998-03-14,kakao,naver,organic,,2025-11-13T12:10:11+09:00,2025-11-13T12:10:11+09:00
8262fdd5-c0c2-444c-921f-c83eec4b50db,user0048_gimeunji@naver.com,이명자,044-186-9993,여성,1991-08-31,kakao,youtube,social,influencer_collab,2025-09-19T15:28:39+09:00,2025-09-19T15:28:39+09:00
487dcf63-04d6-467b-bf82-6a16b411421b,user0049_jia64@gmail.com,이하은,070-1334-1232,여성,2000-08-02,kakao,instagram,social,brand_awareness,2025-12-02T20:32:33+09:00,2025-12-02T20:32:33+09:00
e8e0e65d-0b40-461a-bd5b-90974acaf7e7,user0050_oi@naver.com,김영순,052-713-4936,여성,2002-03-29,google,google,organic,,2026-03-17T19:35:59+09:00,2026-03-17T19:35:59+09:00
06743b08-89b2-4776-8c1b-f11a8204359f,user0051_jeongsun10@hotmail.com,김민서,052-994-7174,여성,2003-09-13,kakao,,,,2025-12-09T12:53:27+09:00,2025-12-09T12:53:27+09:00
acb15604-0c48-4f8d-80d4-2e3cb5cb406a,user0052_mi@gmail.com,노예진,070-5940-1399,여성,1997-07-25,kakao,youtube,social,influencer_collab,2026-02-15T19:15:24+09:00,2026-02-15T19:15:24+09:00
47a17691-5c7a-4dfd-b0cf-12d2468da6cc,user0053_seoyeong27@dreamwiz.com,엄정숙,042-967-1756,선택안함,1994-12-12,google,google,organic,,2026-03-02T23:44:53+09:00,2026-03-02T23:44:53+09:00
9da6535e-b18a-4bcf-8cae-36b69e94ea4a,user0054_jungsu74@live.com,장지혜,010-0715-4516,여성,2004-01-21,kakao,instagram,social,brand_awareness,2025-09-05T21:07:49+09:00,2025-09-05T21:07:49+09:00
003c272f-35dc-4928-b48a-061879b2e15a,user0055_mi@nate.com,류경숙,063-703-4824,여성,2000-10-21,google,google,organic,,2025-11-11T23:38:34+09:00,2025-11-11T23:38:34+09:00
0a098eaa-dc1f-4ecd-b2b7-0875ec60f7c7,user0056_yeweoni@gmail.com,한미영,061-131-7127,여성,1999-08-11,kakao,google,organic,,2025-07-14T21:11:42+09:00,2025-07-14T21:11:42+09:00
626c1645-be52-452b-91ad-84625d15dafb,user0057_ejeon@hanmail.net,이정자,010-2639-8214,여성,1997-12-26,kakao,instagram,social,brand_awareness,2026-03-28T09:40:24+09:00,2026-03-28T09:40:24+09:00
ba278f2d-0551-4e56-aca4-87f721cd211b,user0058_jeongsug44@dreamwiz.com,고순자,062-875-5886,선택안함,1992-09-28,google,google,organic,,2025-11-07T18:08:02+09:00,2025-11-07T18:08:02+09:00
f24c7035-eb48-463c-824f-03fa261ecc20,user0059_seoyeonggim@live.com,이서연,053-766-2702,여성,1996-12-16,kakao,google,organic,,2025-11-17T12:04:45+09:00,2025-11-17T12:04:45+09:00
3fc918d2-c800-4515-ac2d-001db97e6f7b,user0060_dgim@gmail.com,최채원,041-621-7459,여성,2002-07-04,kakao,instagram,social,brand_awareness,2026-01-17T20:52:34+09:00,2026-01-17T20:52:34+09:00
61766412-7fff-4fee-84e0-073e65e4cea2,user0061_ogwag@dreamwiz.com,윤지혜,031-913-4316,여성,1999-06-02,google,kakao,cpc,spring_sale,2026-03-04T16:07:51+09:00,2026-03-04T16:07:51+09:00
27e36a7c-06e5-4bd7-b36d-44002fce6017,user0062_bagyeongja@gmail.com,권정자,053-045-5623,여성,1997-12-30,kakao,,,,2025-10-23T16:51:05+09:00,2025-10-23T16:51:05+09:00
73cc8551-f463-4779-8bb6-580ee4d14580,user0063_seonghungang@live.com,최지우,018-379-2374,여성,2000-10-03,google,kakao,cpc,spring_sale,2026-02-17T17:19:28+09:00,2026-02-17T17:19:28+09:00
cbce626b-1cee-42b2-8d96-9cff8395fa7d,user0064_rbae@hotmail.com,장하윤,062-594-6474,여성,1991-06-21,google,kakao,cpc,spring_sale,2026-02-26T19:32:51+09:00,2026-02-26T19:32:51+09:00
ae61213d-7857-4e95-84b1-5c52b0b97eb7,user0065_junyeongi@naver.com,이예지,052-064-0909,여성,2002-02-10,google,google,organic,,2026-02-04T15:49:41+09:00,2026-02-04T15:49:41+09:00
d5e0bfbd-c63a-446a-ae6f-cd9bb0b95d66,user0066_sumini@hanmail.net,전하윤,051-210-4709,여성,2000-10-11,google,naver,organic,,2025-09-09T19:25:20+09:00,2025-09-09T19:25:20+09:00
2acbcf36-993c-4e66-9773-2e476966d23b,user0067_ogja23@hotmail.com,김하은,010-5884-2474,여성,2003-08-06,google,google,organic,,2026-01-23T16:49:16+09:00,2026-01-23T16:49:16+09:00
7a423db7-ba08-4dd9-bfe5-e4a75951070b,user0068_gimhyeonsug@live.com,이미영,010-5160-4817,여성,2003-11-26,google,kakao,cpc,spring_sale,2026-02-22T10:28:11+09:00,2026-02-22T10:28:11+09:00
088f79dd-c88b-4560-ad74-9e33b73d283b,user0069_xryu@daum.net,권상훈,044-709-8593,남성,2001-09-11,google,google,organic,,2026-01-29T10:35:34+09:00,2026-01-29T10:35:34+09:00
3f1d8af4-76b5-48ce-a2d0-6a5bfb6907e2,user0070_sunja12@gmail.com,윤예은,052-711-3826,여성,1995-11-06,kakao,naver,blog,review_campaign,2026-03-14T12:15:50+09:00,2026-03-14T12:15:50+09:00
b94ebf07-06e3-42b2-bcee-395d7cb0fe9e,user0071_ucoe@hotmail.com,장지아,017-179-6405,여성,1997-04-10,google,naver,organic,,2026-02-18T10:19:25+09:00,2026-02-18T10:19:25+09:00
532d6c00-f238-45d9-b64f-5f6348cde1fd,user0072_sanghyeon58@nate.com,박서현,055-431-7139,선택안함,1991-03-31,kakao,naver,organic,,2026-03-19T10:28:29+09:00,2026-03-19T10:28:29+09:00
e17e9a47-5b7c-40f8-9726-fffff5101e93,user0073_eunyeonggim@hanmail.net,김순옥,043-352-9042,여성,2000-03-10,google,,,,2026-03-04T21:32:58+09:00,2026-03-04T21:32:58+09:00
beff0a2c-ee4e-433f-a66b-cd835b665e23,user0074_jangdoyun@gmail.com,박주원,044-950-2402,남성,1996-04-23,kakao,naver,organic,,2025-12-09T14:40:35+09:00,2025-12-09T14:40:35+09:00
9a5c7ef9-5af8-4e7d-9c8a-3afded1e3089,user0075_xbag@daum.net,박지아,064-739-0847,여성,1997-11-26,kakao,kakao,cpc,spring_sale,2025-06-30T13:42:39+09:00,2025-06-30T13:42:39+09:00
9cce402d-714f-426f-ad0d-3206fa3b8ab7,user0076_gi@dreamwiz.com,김혜진,062-115-9212,여성,2002-05-02,kakao,youtube,social,influencer_collab,2025-10-15T14:49:36+09:00,2025-10-15T14:49:36+09:00
a6c341e7-8956-432f-aea6-0fe53253b143,user0077_junyeong98@naver.com,강유진,064-796-1183,여성,1997-12-07,kakao,naver,organic,,2025-08-26T17:29:04+09:00,2025-08-26T17:29:04+09:00
a3c1b713-bea1-4f2c-a087-a3053b4aeb76,user0078_ui@daum.net,손영순,061-545-2711,여성,1995-07-14,google,instagram,social,brand_awareness,2026-02-14T18:46:55+09:00,2026-02-14T18:46:55+09:00
da4487e6-cb18-4502-b939-3fd9ac7eb3f0,user0079_eunji80@nate.com,김미숙,033-656-0494,여성,2001-08-12,google,naver,blog,review_campaign,2026-01-25T22:15:09+09:00,2026-01-25T22:15:09+09:00
ae6a50e9-2c09-44eb-bdab-8e6afea90a19,user0080_ggim@nate.com,최서영,054-149-3689,여성,1999-09-05,google,instagram,social,brand_awareness,2026-01-18T18:12:48+09:00,2026-01-18T18:12:48+09:00
2f8e03ee-420b-4944-8ad9-edbfbe95e064,user0081_doyun44@nate.com,윤경자,02-2296-1201,여성,1996-03-09,kakao,naver,organic,,2025-08-01T19:03:03+09:00,2025-08-01T19:03:03+09:00
f72e917b-0225-4b76-8998-3a60612569b3,user0082_seonghyeon45@daum.net,김영자,041-290-1476,여성,1991-02-09,kakao,youtube,social,influencer_collab,2026-03-04T19:48:25+09:00,2026-03-04T19:48:25+09:00
7920693e-6e1e-4074-8573-5450d1c550ae,user0083_isangho@dreamwiz.com,박수민,018-403-6900,여성,1999-03-07,google,naver,organic,,2026-02-09T16:52:39+09:00,2026-02-09T16:52:39+09:00
3d0ef80f-81e5-4b68-9762-ae5b33273cb1,user0084_jaehyeon10@dreamwiz.com,노지연,061-226-8388,여성,2002-12-03,google,,,,2025-12-10T12:12:38+09:00,2025-12-10T12:12:38+09:00
e32fb58a-460b-49dc-9885-2feb5408e9b7,user0085_ihyeonjun@daum.net,송명자,011-696-6416,여성,1995-07-17,kakao,google,organic,,2025-08-20T12:20:59+09:00,2025-08-20T12:20:59+09:00
3a1908d0-da5b-4c33-a881-b8d53ea00d54,user0086_xjeon@daum.net,이지원,033-369-6816,여성,1997-08-23,google,,,,2026-02-02T23:45:36+09:00,2026-02-02T23:45:36+09:00
b4296b03-917f-47a3-8efb-f753e838b953,user0087_minjungang@hanmail.net,신서윤,054-523-1243,여성,2003-06-03,kakao,instagram,social,brand_awareness,2025-11-26T08:38:30+09:00,2025-11-26T08:38:30+09:00
a8115467-a519-4f72-a682-3e56f2962698,user0088_gimeungyeong@dreamwiz.com,김지연,011-979-9552,여성,1998-02-08,kakao,,,,2026-03-17T20:09:52+09:00,2026-03-17T20:09:52+09:00
8e5dd8c6-b443-424f-acef-8393383bf7eb,user0089_seohyeon58@daum.net,박은주,062-700-5411,여성,1995-06-30,google,,,,2025-08-06T23:55:54+09:00,2025-08-06T23:55:54+09:00
578fa485-9e23-4e5e-9110-a3b2717d9286,user0090_bageunju@hanmail.net,박예은,016-782-0715,여성,1995-09-07,google,google,organic,,2025-07-20T18:11:29+09:00,2025-07-20T18:11:29+09:00
0f09a69b-b5b0-488d-95ae-0eb434946776,user0091_gimjinu@dreamwiz.com,김재호,064-792-5546,남성,1999-02-17,google,instagram,social,brand_awareness,2025-12-02T23:12:15+09:00,2025-12-02T23:12:15+09:00
53cbbc32-fd45-488d-ad20-d7b1369f60e4,user0092_minsu18@live.com,이은서,051-925-1925,여성,1995-01-18,google,,,,2025-12-27T16:18:07+09:00,2025-12-27T16:18:07+09:00
eb93abc6-f109-455b-a2c2-1ac99b04a88b,user0093_seohyeonsim@naver.com,윤정숙,055-528-1685,여성,1999-09-22,kakao,,,,2026-03-13T10:22:59+09:00,2026-03-13T10:22:59+09:00
7f038982-42ef-43a8-8531-4221d105564d,user0094_hayun73@hanmail.net,이현정,041-141-8880,여성,1992-07-21,google,naver,organic,,2026-01-11T15:15:03+09:00,2026-01-11T15:15:03+09:00
6d82afad-8b9a-4541-befc-36f5a2e3593e,user0095_lgim@hotmail.com,양은정,062-065-3794,여성,2002-06-26,kakao,kakao,cpc,spring_sale,2025-06-16T21:41:59+09:00,2025-06-16T21:41:59+09:00
42857b79-cf2d-4e76-8a93-be86b0f1dadb,user0096_jeongnamsong@dreamwiz.com,안상호,054-977-4688,남성,1993-07-07,kakao,kakao,cpc,spring_sale,2025-10-14T15:34:47+09:00,2025-10-14T15:34:47+09:00
dfc0d3d6-46a5-482d-95b3-c8377653213c,user0097_jiyeongim@dreamwiz.com,김서연,010-1814-1247,여성,1996-07-12,kakao,,,,2025-12-18T20:50:31+09:00,2025-12-18T20:50:31+09:00
675415c9-2283-4cd4-9af8-9abde5706fee,user0098_eunjison@gmail.com,김영희,031-685-3615,여성,1997-04-10,kakao,,,,2025-12-02T18:18:29+09:00,2025-12-02T18:18:29+09:00
6b216be6-1500-4984-9aee-61b7cd016b76,user0099_eunyeong20@naver.com,이미숙,019-277-9010,선택안함,1998-04-02,kakao,naver,organic,,2025-11-20T13:00:47+09:00,2025-11-20T13:00:47+09:00
c2d62f81-adaf-4e54-bdac-e66cdae85638,user0100_sgim@hanmail.net,전유진,033-036-9711,여성,1995-05-04,google,kakao,cpc,spring_sale,2025-07-23T21:32:20+09:00,2025-07-23T21:32:20+09:00
dea28384-ebaa-492b-8d2f-832715d39eff,user0101_yeeuni@gmail.com,박옥자,054-396-2185,여성,2000-09-03,kakao,google,organic,,2025-11-05T15:28:48+09:00,2025-11-05T15:28:48+09:00
2914f514-8370-463a-be04-910b1543485d,user0102_igyeongsug@live.com,박예진,051-051-5319,여성,1996-07-25,google,naver,organic,,2026-01-04T11:29:19+09:00,2026-01-04T11:29:19+09:00
4ac30e4d-3355-4496-a964-abf541576381,user0103_eunji27@dreamwiz.com,이경희,042-217-0430,여성,2000-12-17,kakao,,,,2025-12-25T17:23:39+09:00,2025-12-25T17:23:39+09:00
fdb6ade5-8231-406a-9dd7-55bda729e15f,user0104_misug87@naver.com,손숙자,017-345-0541,여성,1993-11-02,kakao,naver,organic,,2025-10-04T14:48:15+09:00,2025-10-04T14:48:15+09:00
2f2f8609-88b7-4aab-8488-1235a9e1888d,user0105_yson@nate.com,이영순,063-758-4161,여성,1993-05-23,kakao,naver,blog,review_campaign,2025-12-27T11:03:53+09:00,2025-12-27T11:03:53+09:00
4e61fc40-b2db-4194-b5e8-3bfea68f64ec,user0106_jeongsu15@naver.com,지보람,062-962-7570,여성,1995-06-06,kakao,naver,organic,,2025-08-11T14:45:37+09:00,2025-08-11T14:45:37+09:00
05c79163-c7cb-42d4-b7d4-26ab42c4c28c,user0107_yi@gmail.com,백은영,018-658-2029,여성,1991-06-29,kakao,instagram,social,brand_awareness,2025-07-20T22:43:51+09:00,2025-07-20T22:43:51+09:00
d8664e6f-63df-4943-bbf3-5a6ab34ef6c4,user0108_eunseoi@live.com,이미정,031-927-5571,여성,1999-11-12,google,instagram,social,brand_awareness,2025-05-28T09:59:57+09:00,2025-05-28T09:59:57+09:00
deb6a494-b06c-455a-a05c-e6f315c40fa6,user0109_yeongceol10@hotmail.com,박영숙,064-768-1447,여성,1998-09-14,kakao,google,organic,,2025-07-30T21:23:57+09:00,2025-07-30T21:23:57+09:00
6593d34b-fc65-410c-86ab-c854c005c917,user0110_igim@daum.net,강정자,042-715-5188,여성,1997-11-26,kakao,,,,2025-08-29T19:07:11+09:00,2025-08-29T19:07:11+09:00
c70ead45-abcb-40ee-b7be-24e504c5eea7,user0111_eunjeongbag@daum.net,이민지,041-370-5895,선택안함,1993-08-19,google,google,organic,,2026-01-12T21:34:24+09:00,2026-01-12T21:34:24+09:00
c6381856-83d2-426f-8372-8b467d85d7da,user0112_gimjunho@dreamwiz.com,나미정,061-691-2517,여성,1999-02-27,google,instagram,social,brand_awareness,2025-07-04T08:15:13+09:00,2025-07-04T08:15:13+09:00
4f0b2e6f-5b30-4217-b3c1-0a44ef8c8dd7,user0113_yunseogim@gmail.com,박미정,064-724-2253,여성,1992-04-29,kakao,instagram,social,brand_awareness,2026-01-02T09:08:32+09:00,2026-01-02T09:08:32+09:00
81e14bd8-cf25-4389-91fe-a0141a2c3855,user0114_gimsugja@naver.com,노하윤,017-498-1829,선택안함,1992-05-05,google,,,,2025-08-30T15:19:56+09:00,2025-08-30T15:19:56+09:00
bf7c2499-6a93-4cf2-ad88-13117d103ba0,user0115_jeongja90@gmail.com,김은지,031-943-9690,여성,1991-08-06,kakao,google,organic,,2025-10-25T19:41:42+09:00,2025-10-25T19:41:42+09:00
b6080934-13bf-44e6-815b-5f03a988b6ea,user0116_gyeonghyi64@dreamwiz.com,강수빈,019-027-6773,여성,1991-06-16,kakao,kakao,cpc,spring_sale,2026-01-27T15:54:14+09:00,2026-01-27T15:54:14+09:00
a3972721-3e88-4b02-80e8-14477a2595da,user0117_yejin56@hotmail.com,김지혜,054-881-5371,여성,2003-02-26,kakao,youtube,social,influencer_collab,2025-11-21T22:54:23+09:00,2025-11-21T22:54:23+09:00
cbc0bf32-1093-4999-80ec-4422c876a837,user0118_hayun96@hanmail.net,김미숙,053-953-2787,여성,1992-12-06,kakao,google,organic,,2025-08-23T14:51:48+09:00,2025-08-23T14:51:48+09:00
ff9c3183-a5f7-4b2e-86e7-4b67a0300007,user0119_pbag@hanmail.net,이경자,054-004-7974,여성,2000-02-20,kakao,google,organic,,2025-11-09T14:59:12+09:00,2025-11-09T14:59:12+09:00
b3a62ef1-aee6-4235-b38d-1322c5d016bd,user0120_yejin65@gmail.com,홍영희,031-983-5841,선택안함,1997-01-11,google,,,,2025-10-09T15:35:20+09:00,2025-10-09T15:35:20+09:00
3179fc99-f3db-4d77-a303-607d3feb93cd,user0121_gimsangceol@nate.com,박유진,053-852-3986,여성,2003-09-27,google,naver,organic,,2025-10-12T11:51:46+09:00,2025-10-12T11:51:46+09:00
55390c25-4628-40c9-881c-94f9e5c4f73d,user0122_eunju87@hotmail.com,김미정,064-725-9526,여성,2000-07-12,kakao,,,,2025-09-29T12:01:16+09:00,2025-09-29T12:01:16+09:00
a793788f-6b97-4667-a3f6-839e0b4477c1,user0123_migyeong88@dreamwiz.com,서수진,011-470-5516,여성,2002-04-09,kakao,naver,blog,review_campaign,2025-12-25T15:31:35+09:00,2025-12-25T15:31:35+09:00
552d5f1e-33e4-4389-8718-b6185b025b70,user0124_coeyeonghwan@hanmail.net,안지민,031-972-8962,여성,2002-06-27,kakao,instagram,social,brand_awareness,2025-12-16T13:46:50+09:00,2025-12-16T13:46:50+09:00
79007a5f-6143-42cc-984c-45d1ceecbb1d,user0125_gimjinho@live.com,김은경,061-368-9702,여성,1992-10-15,google,naver,organic,,2025-08-22T10:52:42+09:00,2025-08-22T10:52:42+09:00
