user_id,name,email,signup_channel,last_purchase,recency_days,frequency,monetary,R,F,M,RFM_sum,segment
9d9fe35f-1cb2-41ff-af0f-e9c034771d8b,이민수,user0319_bagjinu@naver.com,kakao,2026-03-31 18:01:03.242844+09:00,1,21,1599610,5,5,5,15,VIP
04081dd2-11fe-49f5-99e2-138d77e7d5ba,김은주,user0674_bagjeongsun@live.com,kakao,2026-03-18 10:05:06.990298+09:00,14,20,1593700,5,5,5,15,VIP
a3c1b713-bea1-4f2c-a087-a3053b4aeb76,손영순,user0078_ui@daum.net,google,2026-03-22 12:26:09.226481+09:00,10,19,1545370,5,5,5,15,VIP
ae61213d-7857-4e95-84b1-5c52b0b97eb7,이예지,user0065_junyeongi@naver.com,google,2026-03-31 03:00:49.745825+09:00,1,21,1452190,5,5,5,15,VIP
5966e0a4-11c6-463f-8dec-819f24e02825,류숙자,user0750_kgim@hanmail.net,kakao,2026-03-28 17:50:09.492173+09:00,4,19,1444340,5,5,5,15,VIP
a6f1f9ea-e663-4125-b551-69f9920c0659,이서현,user0970_coejeongsu@hanmail.net,google,2026-03-19 14:56:48.267134+09:00,13,19,1378900,5,5,5,15,VIP
32848545-ee74-4f49-977c-030676df4752,송하은,user0285_iyeongceol@hanmail.net,google,2026-03-30 19:33:23.536566+09:00,2,19,1335590,5,5,5,15,VIP
8ce06319-422a-463d-9cf7-59264586f9f4,임아름,user0697_jihun66@dreamwiz.com,kakao,2026-03-27 06:34:15.251718+09:00,5,14,1332800,5,5,5,15,VIP
914274a8-618f-4ccc-a50d-309b25af042e,박정자,user0686_sseo@hanmail.net,google,2026-03-13 07:26:01.902082+09:00,19,18,1304150,4,5,5,14,VIP
7901fa15-fa7e-44f1-9923-acc3c210959e,김명자,user0872_useo@hanmail.net,kakao,2026-03-31 22:56:33.284325+09:00,1,13,1292700,5,5,5,15,VIP
e69b91d1-8e6e-4ebc-9c83-b7f2bb38c481,이현지,user0730_gyeongsug49@gmail.com,kakao,2026-03-21 13:36:58.747029+09:00,11,10,1204000,5,5,5,15,VIP
33f88a2c-9356-439b-8df6-18b2b04ea476,장명자,user0557_joseoyun@live.com,kakao,2026-03-29 22:15:03.988410+09:00,3,12,1203600,5,5,5,15,VIP
d90c9843-c366-4f4b-a1a4-a219fe65716f,이예진,user0538_ancaeweon@daum.net,kakao,2026-03-25 21:44:10.395450+09:00,7,19,1185800,5,5,5,15,VIP
3e3481a0-f697-48a7-b30b-a8e1340b5998,이지은,user0964_mi@live.com,kakao,2026-03-26 13:30:43.006591+09:00,6,14,1157600,5,5,5,15,VIP
86cad043-e7e9-44cf-b3bd-4055333cc8f0,김지영,user0922_juweonhwang@dreamwiz.com,kakao,2026-02-16 20:26:09.851066+09:00,44,13,1119500,3,5,5,13,충성고객
402b29a2-9808-4a1a-b813-1d6b025c00af,이지혜,user0234_ogim@daum.net,google,2026-03-18 20:53:12.686977+09:00,14,14,1107400,5,5,5,15,VIP
25f951d5-355d-4913-a177-8003a5a2c6fd,박은지,user0784_jiyeongi@daum.net,kakao,2026-03-31 15:12:30.948615+09:00,1,13,1103400,5,5,5,15,VIP
512033bc-aa6c-43a2-b951-d53bf28c503f,서유진,user0732_hongmiyeong@gmail.com,kakao,2026-03-28 21:37:24.326872+09:00,4,14,1015740,5,5,5,15,VIP
79471958-b0b2-4cd1-857b-79340bac9b14,이정희,user0731_cunja69@gmail.com,google,2026-03-29 23:59:18.793012+09:00,2,13,994600,5,5,5,15,VIP
cd60ba68-91fd-4a33-b9d2-337a28f5c612,최현정,user0472_seongjin17@dreamwiz.com,kakao,2026-03-28 18:13:25.477109+09:00,4,11,979330,5,5,5,15,VIP
8b1a3418-7cd9-41a4-b8c3-04390fbe737b,양순자,user0764_namyejun@live.com,kakao,2026-03-21 22:11:51.018411+09:00,11,12,965800,5,5,5,15,VIP
50a65116-a792-42d3-8d91-4a5b7f8ffabc,김정자,user0638_pi@live.com,google,2026-03-26 20:16:11.040358+09:00,6,15,957500,5,5,5,15,VIP
0f4a8005-5275-418a-955f-ab56f176998d,김은정,user0129_yeongjinjang@hanmail.net,google,2026-03-25 10:44:49.918130+09:00,7,7,931280,5,4,5,14,VIP
0e71a409-8aac-456c-9171-05d089f268f7,안지우,user0534_gimjunyeong@nate.com,kakao,2026-03-11 10:47:50.609078+09:00,21,7,927900,4,4,5,13,VIP
55390c25-4628-40c9-881c-94f9e5c4f73d,김미정,user0122_eunju87@hotmail.com,kakao,2026-02-24 07:37:18.988204+09:00,36,10,912900,3,5,5,13,충성고객
6f987cd9-c240-440b-be16-fbb6907918b3,남혜진,user0270_eyun@naver.com,kakao,2026-03-03 21:31:11.468981+09:00,29,10,905200,4,5,5,14,VIP
7100a1d9-6ff3-4f64-bab3-093834a3a1eb,고영미,user0722_munjunyeong@gmail.com,google,2026-03-17 12:35:28.470114+09:00,15,15,898300,4,5,5,14,VIP
088f79dd-c88b-4560-ad74-9e33b73d283b,권상훈,user0069_xryu@daum.net,google,2026-03-28 23:47:02.200789+09:00,3,9,897600,5,4,5,14,VIP
15a75dfc-5744-41e4-8256-a145659c53d6,배지은,user0786_icoe@daum.net,kakao,2026-03-08 22:15:04.033898+09:00,24,14,892300,4,5,5,14,VIP
e2043440-2d0b-44ef-9e05-678a9e7c14e9,최혜진,user0902_caeweon99@hotmail.com,kakao,2026-03-31 11:15:21.040595+09:00,1,13,890400,5,5,5,15,VIP
f4d7ec68-3148-46c4-bc15-8ff995399192,홍유진,user0590_gweonyeonggil@daum.net,kakao,2026-03-30 12:03:05.879283+09:00,2,13,887500,5,5,5,15,VIP
71af51d1-1c9f-47fd-b13a-39926cd52354,김지우,user0980_jimin48@gmail.com,kakao,2026-03-19 19:20:05.453297+09:00,13,13,886100,5,5,5,15,VIP
4d30d641-2411-45a0-8584-6c05fa3d0c34,윤선영,user0176_bagjeonghun@daum.net,google,2026-03-30 13:40:27.310720+09:00,2,8,844170,5,4,5,14,VIP
9e91aba7-e342-435c-b702-cb80c3bdc948,배현숙,user0794_ugim@nate.com,kakao,2026-03-30 19:37:13.313159+09:00,2,9,838270,5,4,5,14,VIP
b8efe161-73ed-485d-a188-93299b71d4b5,김정남,user0833_mijeong39@nate.com,kakao,2026-03-23 14:09:40.399080+09:00,9,10,812600,5,5,5,15,VIP
edd491a0-ad24-458e-8700-40cd3262723f,박미경,user0577_cgim@daum.net,google,2026-03-31 22:50:21.298686+09:00,1,12,794700,5,5,5,15,VIP
77c945fc-0d68-4fb1-ab02-af10d63bc972,김수빈,user0004_gojia@live.com,kakao,2026-03-29 11:40:12.671921+09:00,3,8,777680,5,4,5,14,VIP
647c5595-e8c9-4756-8956-70b8b21103c8,박은영,user0582_ogjahong@gmail.com,kakao,2026-03-29 23:37:21.226288+09:00,3,10,759190,5,5,5,15,VIP
f418bcc5-75bf-417d-9240-4a19984d97df,김채원,user0651_hmun@hanmail.net,kakao,2026-03-28 20:41:33.616727+09:00,4,9,754800,5,4,5,14,VIP
bc60a3b5-578a-4bc4-b959-a18048acc001,김명숙,user0460_sugjaan@hotmail.com,kakao,2026-03-30 14:10:33.540563+09:00,2,9,743740,5,4,5,14,VIP
338c5ec8-adfb-419f-b21e-f050ae4569b1,김현숙,user0267_iyeongsun@daum.net,kakao,2026-03-20 20:51:00.547802+09:00,12,11,742200,5,5,5,15,VIP
795ca080-c83e-4807-b5b7-9c52e54e7c77,김현정,user0415_jungsu55@dreamwiz.com,kakao,2026-03-11 17:07:06.070945+09:00,21,9,718800,4,4,5,13,VIP
dcceb463-4b42-4d89-b39a-ce34e74852e6,김미정,user0951_simjinho@hotmail.com,kakao,2026-03-06 19:19:12.701079+09:00,26,7,699660,4,4,5,13,VIP
e621eb33-dcb6-4bcf-9eb5-6c70b9a0288f,최명자,user0503_iseoyeong@dreamwiz.com,google,2026-03-30 21:59:09.338912+09:00,2,11,691900,5,5,5,15,VIP
51250538-0a39-4d39-8f48-d753e718e15d,고명자,user0374_gimboram@nate.com,kakao,2026-03-23 09:53:54.412663+09:00,9,9,673700,5,4,5,14,VIP
36bb19d1-b720-4e6a-8529-d9c7247ccb99,주은영,user0457_haneunyeong@hanmail.net,google,2026-03-29 20:57:52.230750+09:00,3,13,668650,5,5,5,15,VIP
9d8894ff-35a3-4e97-91e4-681d3803962b,안서윤,user0991_jihyebag@daum.net,kakao,2026-03-31 23:15:24.209596+09:00,1,6,663900,5,3,5,13,충성고객
6e00a24f-e9cb-4157-9135-52bf49329f69,박숙자,user0925_hyeonjun39@dreamwiz.com,kakao,2026-03-29 20:37:50.508879+09:00,3,7,653300,5,4,5,14,VIP
58caa1d4-d106-4852-bea3-cc508161fdf4,이서윤,user0448_oseoyeong@nate.com,kakao,2026-03-14 13:32:04.958438+09:00,18,11,652400,4,5,5,14,VIP
a7b4d7e8-542b-4a47-b00c-49ec25787db1,김은서,user0961_fgim@hotmail.com,kakao,2026-03-17 09:37:57.211072+09:00,15,6,642500,4,3,5,12,충성고객
cad03507-1d9a-4d7b-88d6-6cef4cf692bc,최혜진,user0549_gweonmigyeong@nate.com,kakao,2026-03-16 20:47:43.275996+09:00,16,6,637000,4,3,5,12,충성고객
6660941f-fbc6-469c-b1c4-30382e0d55a1,서지원,user0663_qhwang@gmail.com,kakao,2026-03-27 06:22:42.251073+09:00,5,4,605700,5,3,5,13,충성고객
1af07479-6046-4653-a70e-7fc0b24f04f7,최숙자,user0546_myeongjaim@naver.com,google,2026-03-21 21:27:40.789726+09:00,11,10,605200,5,5,5,15,VIP
d480ffbd-8447-497a-9846-9d53d7928f93,권민지,user0760_gimjinu@daum.net,kakao,2026-03-07 11:04:21.153711+09:00,25,9,604400,4,4,5,13,VIP
2e02930e-c6c5-43f5-bdf0-98818339c6b2,안영미,user0573_caeweon75@live.com,kakao,2026-03-17 22:29:01.874762+09:00,15,9,598800,4,4,5,13,VIP
2440a2d4-98bd-4e8a-98d5-faeed8d401cc,안영미,user0385_hyeonsug01@nate.com,google,2026-03-06 17:29:58.178079+09:00,26,8,586360,4,4,5,13,VIP
c81aa91d-a9ec-4ae1-b0a3-08aab6eb1188,김명자,user0544_oi@naver.com,kakao,2026-03-31 16:16:06.534213+09:00,1,8,580100,5,4,5,14,VIP
e4188852-28bc-4699-9b09-50f057ea9d6b,강영희,user0563_jeongsugan@gmail.com,kakao,2026-01-10 19:47:44.987499+09:00,81,8,579200,2,4,5,11,이탈위험
8358e297-a857-4475-9d96-ce5782b0f9ca,이춘자,user0615_sugjajo@gmail.com,kakao,2026-03-19 13:14:12.929356+09:00,13,4,577200,5,3,5,13,충성고객
fdf625b0-79a8-4465-a1a2-d3e4cd0f7e0a,장은지,user0240_gimsanghun@dreamwiz.com,kakao,2026-03-08 03:36:53.260650+09:00,24,7,572200,4,4,5,13,VIP
104979cb-bcc7-440b-be04-1dcdafecfc78,한채원,user0494_jihyeon04@hotmail.com,google,2026-02-13 12:13:25.655160+09:00,47,6,571400,3,3,5,11,충성고객
ee83f04f-0beb-4b79-b3b0-b5b6c5523ec2,박경자,user0975_sunjagim@gmail.com,google,2026-03-31 19:43:04.720847+09:00,1,6,568500,5,3,5,13,충성고객
1253228e-4cf2-46a8-936c-637081c87d48,노하윤,user0592_areum72@dreamwiz.com,google,2026-03-30 19:57:33.578060+09:00,2,6,568100,5,3,5,13,충성고객
3044b569-f72d-4c8b-9f9a-9d48388b771e,이보람,user0411_coeeungyeong@hotmail.com,kakao,2026-03-10 23:00:47.914251+09:00,22,10,567600,4,5,5,14,VIP
82e67683-69a1-4c39-b0f1-a5703d62357e,최은지,user0280_cgim@hotmail.com,kakao,2026-03-31 14:41:58.223385+09:00,1,9,540300,5,4,5,14,VIP
1bb62757-6ec8-4f1f-a3db-6fcb5f4606a1,김정희,user0520_ijihu@dreamwiz.com,google,2026-03-07 11:21:08.318211+09:00,25,8,540000,4,4,5,13,VIP
77019af4-38da-465d-8376-6353b63fdd5e,강정숙,user0291_yeongil02@daum.net,google,2025-11-04 11:18:43.169477+09:00,148,6,539100,1,3,5,9,이탈위험
675415c9-2283-4cd4-9af8-9abde5706fee,김영희,user0098_eunjison@gmail.com,kakao,2026-02-22 21:05:28.336921+09:00,38,5,536700,3,3,5,11,충성고객
b4c624c5-bcdf-4ae2-a6e7-cce907dd69d7,곽예진,user0815_minji88@daum.net,google,2026-02-18 19:57:59.039519+09:00,42,7,525100,3,4,5,12,충성고객
9541d5e1-f475-46a0-bfc3-5715f72134fb,서서영,user0259_oryu@nate.com,google,2026-03-06 11:43:17.312862+09:00,26,5,519640,4,3,5,12,충성고객
171db273-a7fc-456b-9ecc-11c2d1ef9a47,박지연,user0889_yunseoo@gmail.com,kakao,2026-03-29 17:02:10.393821+09:00,3,6,514900,5,3,5,13,충성고객
9dbdab8a-83b2-4bf8-a457-930fdba9e6b0,이춘자,user0911_yeonghyihan@daum.net,google,2026-02-24 11:45:35.068870+09:00,36,4,508600,3,3,5,11,충성고객
87d5b930-060a-45e0-9914-5737e2aab823,고지아,user0409_gugyeongsug@hotmail.com,kakao,2026-03-16 17:27:37.902540+09:00,16,8,508270,4,4,5,13,VIP
f44b5165-cfaa-437b-bcb1-af92305cfac8,윤성호,user0588_gimsanghun@hanmail.net,kakao,2026-03-31 17:38:57.083897+09:00,1,8,503600,5,4,5,14,VIP
caf9f05a-a96d-4e22-a74e-77f80a269b99,이영호,user0208_seoyeongim@dreamwiz.com,google,2026-03-31 19:56:16.823349+09:00,1,6,502240,5,3,5,13,충성고객
40cea1c4-fca6-47ab-a62e-914c5897ca46,이중수,user0427_jongsugim@nate.com,google,2026-03-28 14:32:45.896341+09:00,4,6,498710,5,3,4,12,충성고객
27c16d10-d8e1-4d0c-93e4-0e3519e76475,이정순,user0412_minseog55@dreamwiz.com,google,2026-03-17 14:53:12.769628+09:00,15,10,497700,4,5,4,13,VIP
1ea930a3-2d70-4ddf-b247-01318e4b7c6e,정서영,user0818_ai@live.com,kakao,2026-03-31 00:34:55.844965+09:00,1,6,497000,5,3,4,12,충성고객
e5e51aab-8036-42d5-bda1-1fa6cd9540a8,박민준,user0819_pbag@naver.com,kakao,2026-03-20 13:13:45.435784+09:00,12,10,495300,5,5,4,14,VIP
f72e917b-0225-4b76-8998-3a60612569b3,김영자,user0082_seonghyeon45@daum.net,kakao,2026-03-23 17:11:22.386159+09:00,9,5,486100,5,3,4,12,충성고객
bd4ff2d2-d20c-4e71-a40a-43828410a3b5,김미정,user0696_jaehogim@dreamwiz.com,kakao,2026-03-26 19:36:15.469274+09:00,6,4,480000,5,3,4,12,충성고객
428a6d35-896b-4fb4-8b7a-f577026a3d75,이예지,user0161_ihayun@dreamwiz.com,kakao,2026-02-10 12:02:24.521740+09:00,50,10,478600,3,5,4,12,충성고객
12c1906d-8b88-4cd9-83e5-501a590894ff,김은영,user0999_minsujo@naver.com,google,2026-03-29 13:37:50.769135+09:00,3,5,473300,5,3,4,12,충성고객
00772867-43b1-4073-9a8f-8fba251d30de,장은지,user0182_ijaeho@hanmail.net,kakao,2026-03-29 22:13:46.039621+09:00,3,6,473300,5,3,4,12,충성고객
6bec0e78-786c-458d-8f55-17ed11bc3e7f,강지민,user0394_dohyeongim@hanmail.net,kakao,2026-03-27 19:16:58.795078+09:00,5,4,465600,5,3,4,12,충성고객
56574806-2fd1-4951-aea4-450dcfdef628,고지민,user0676_seonghogim@nate.com,google,2026-03-27 19:29:24.479061+09:00,5,6,462950,5,3,4,12,충성고객
b6a5a63a-2e1d-4f53-82af-f0e8d2a00a26,송민서,user0898_gyeongsug27@nate.com,kakao,2026-03-30 20:23:51.471014+09:00,2,6,459000,5,3,4,12,충성고객
8cb86d6e-5359-4f5d-86ef-a9851ffaa510,김명숙,user0466_caeweon75@gmail.com,google,2026-02-28 11:51:38.094341+09:00,32,4,456200,3,3,4,10,충성고객
0dea0ae0-e2bb-4403-b5b8-7323e8805d3b,이재현,user0620_caeweon40@hanmail.net,google,2026-03-05 18:31:45.257884+09:00,27,4,454600,4,3,4,11,충성고객
4eecf04e-c789-415a-816d-b2d0e1898fa3,장춘자,user0519_simsunog@gmail.com,google,2026-03-12 10:40:03.218067+09:00,20,6,442800,4,3,4,11,충성고객
2e965dd9-d0c6-4108-8fb3-fe0bceb05228,정영순,user0262_yeongsu35@nate.com,kakao,2026-03-11 19:52:26.589527+09:00,21,6,440740,4,3,4,11,충성고객
c263e566-e15b-40f5-996b-61b20e27f710,구은정,user0401_gyeongsuggang@hanmail.net,google,2026-01-10 19:24:49.057286+09:00,81,3,439400,2,2,4,8,슬리퍼
fea4b969-837a-42cd-bd4d-65f0ff259615,나은서,user0528_jimin95@naver.com,kakao,2026-03-16 08:14:09.720497+09:00,16,9,434000,4,4,4,12,VIP
f60b33b8-f30a-487d-bda2-678f3836928e,이명숙,user0445_yeongjinyun@daum.net,google,2025-10-27 00:16:33.284222+09:00,156,4,432840,1,3,4,8,이탈위험
1643368c-add9-4c2f-b8de-7d98d3b50379,한영미,user0583_seongjin33@gmail.com,kakao,2026-03-19 16:58:18.856418+09:00,13,3,429700,5,2,4,11,신규유망
dea2800d-8eb8-4c96-ae55-505eac88f724,김미정,user0233_yeji82@nate.com,google,2026-03-28 12:28:17.986238+09:00,4,6,429600,5,3,4,12,충성고객
6fbc4d03-1973-4a96-9a3a-a9a60ac5aab5,고동현,user0586_junseona@hotmail.com,google,2026-01-30 19:24:53.629687+09:00,61,2,429000,2,2,4,8,슬리퍼
da2e3751-9849-452a-a74b-08b2e2b55d56,김은지,user0859_kgo@gmail.com,kakao,2026-03-09 17:06:01.177759+09:00,23,4,423650,4,3,4,11,충성고객
4b6a0463-8965-49d7-856d-281a62c8080e,오수빈,user0439_yujin65@dreamwiz.com,kakao,2026-02-15 09:05:14.025939+09:00,45,3,422000,3,2,4,9,일반
24230dd6-8a9a-481e-ab74-b9e4affac06c,고영일,user0488_isangho@hanmail.net,kakao,2026-03-14 15:45:10.938747+09:00,18,4,418600,4,3,4,11,충성고객
c9193d17-c586-4113-9ec3-c76682b10c46,박정희,user0290_nojeongsug@dreamwiz.com,kakao,2026-03-27 21:15:34.408510+09:00,5,7,417600,5,4,4,13,VIP
a9215007-1f20-4256-a208-35775d6b3de6,박미정,user0345_yeongsigi@gmail.com,google,2026-03-27 20:30:35.108232+09:00,5,4,417000,5,3,4,12,충성고객
acc4aa5c-c924-4cb1-8fc3-13975289dedc,김지아,user0827_hyeonju62@hotmail.com,google,2026-03-16 18:55:05.237202+09:00,16,6,412800,4,3,4,11,충성고객
a60bd1cb-d34e-4b90-8445-82649404dc59,오미정,user0661_gangeunseo@naver.com,kakao,2025-11-18 12:25:23.464839+09:00,134,4,412180,1,3,4,8,이탈위험
80ae8a50-dcb3-4e61-8cc3-e19310aced00,이예진,user0735_seoyeonggang@hanmail.net,google,2026-03-27 12:58:46.485362+09:00,5,7,411800,5,4,4,13,VIP
c16d8321-7e55-40ce-81f3-5b6ba1ee4a36,김지민,user0504_songyeongmi@live.com,kakao,2026-03-08 21:04:33.555989+09:00,24,6,409540,4,3,4,11,충성고객
f978524e-039d-42f4-9b25-69f378e7913e,이아름,user0811_jeongnam29@naver.com,kakao,2026-03-23 07:47:02.015338+09:00,9,4,407600,5,3,4,12,충성고객
7156587e-ab0e-4c00-8e76-ebc4ce15f4ec,김명자,user0441_man@naver.com,kakao,2026-03-17 14:55:51.205769+09:00,15,5,404200,4,3,4,11,충성고객
47bc25ab-6956-404f-8339-42e0e9de5d22,허명숙,user0354_kji@naver.com,kakao,2026-02-04 20:10:47.535820+09:00,56,4,396800,3,3,4,10,충성고객
3eea790d-dbc9-4aec-998d-d282901dac1e,박순자,user0900_jaehyeongim@hotmail.com,kakao,2026-01-10 13:25:10.394295+09:00,81,3,394870,2,2,4,8,슬리퍼
dea78803-8e72-4dec-9e9b-e292d61719c8,이은서,user0278_bagjunseo@hanmail.net,google,2026-03-31 18:59:50.461157+09:00,1,3,389300,5,2,4,11,신규유망
f718fa84-27db-45de-a0e7-507961e36ea0,손서현,user0979_seonyeonggim@daum.net,google,2026-03-22 20:36:38.921025+09:00,10,2,388600,5,2,4,11,신규유망
f720e1f8-c55f-4ad9-84fd-97c7f4dfc566,김지아,user0492_ian@live.com,kakao,2026-02-18 11:56:53.913789+09:00,42,4,387800,3,3,4,10,충성고객
d0b4578d-ab9e-49cb-8285-1b76b9119cae,김채원,user0981_seoyeong47@hanmail.net,google,2026-03-16 15:06:44.455532+09:00,16,4,387400,4,3,4,11,충성고객
4a683d5f-c4fb-4ed7-889c-bd900cc18050,김미정,user0312_yunsubin@naver.com,google,2026-03-12 15:16:56.926086+09:00,20,7,385400,4,4,4,12,VIP
59fbc2dd-0a54-401b-af85-4cd86a43e3b1,윤미숙,user0271_baejeongsu@dreamwiz.com,google,2026-03-15 22:08:24.815689+09:00,17,4,382100,4,3,4,11,충성고객
42857b79-cf2d-4e76-8a93-be86b0f1dadb,안상호,user0096_jeongnamsong@dreamwiz.com,kakao,2026-01-18 12:20:14.081277+09:00,73,7,380600,2,4,4,10,이탈위험
f6731c55-c748-4cd5-ae08-6cd43bfb6394,성영미,user0210_vcoe@naver.com,kakao,2026-03-29 03:25:51.863844+09:00,3,3,379000,5,2,4,11,신규유망
fbec536f-3710-4e17-8d69-023d790464b4,장민서,user0741_minjibag@hotmail.com,kakao,2026-03-23 08:24:14.007841+09:00,9,3,376000,5,2,4,11,신규유망
02558685-db58-41e1-bbec-0a8c6bbe75df,송정훈,user0680_yunseo47@hotmail.com,google,2026-01-11 09:21:54.889981+09:00,80,3,376000,2,2,4,8,슬리퍼
b80923e0-b683-4163-a890-7a4ec4bfd259,김서연,user0668_hyeonsug19@naver.com,google,2026-03-25 14:57:37.816316+09:00,7,3,373000,5,2,4,11,신규유망
064b1210-bb91-4b92-a43a-c60292d971e1,이춘자,user0665_lsong@naver.com,kakao,2026-01-22 01:37:10.197693+09:00,69,2,371500,2,2,4,8,슬리퍼
6951c8c6-1897-47ac-9a9b-7714d288a991,권혜진,user0442_ijeongsu@live.com,kakao,2026-03-17 21:22:17.058717+09:00,15,4,370300,4,3,4,11,충성고객
c06918e9-a020-494e-96cb-bb48eed320c1,장혜진,user0584_hi@naver.com,kakao,2026-03-17 17:58:36.314166+09:00,15,3,369500,4,2,4,10,신규유망
d39f3965-0981-4d2f-9964-4a76d350d574,장영호,user0518_minsugim@daum.net,kakao,2026-03-31 12:23:59.124738+09:00,1,4,364400,5,3,4,12,충성고객
1c50889f-b200-411f-8df0-881cccff3bbe,이지우,user0643_jaehyeon96@gmail.com,kakao,2026-03-10 22:03:47.124416+09:00,22,4,364000,4,3,4,11,충성고객
cfb97f41-2aaa-41cf-9189-6639cc1534c0,윤숙자,user0148_misug77@daum.net,kakao,2026-03-31 13:34:14.859319+09:00,1,5,361290,5,3,4,12,충성고객
3d0ef80f-81e5-4b68-9762-ae5b33273cb1,노지연,user0084_jaehyeon10@dreamwiz.com,google,2026-03-31 01:45:52.279765+09:00,1,4,360800,5,3,4,12,충성고객
c80aa3d4-da30-4612-9233-8b03cd63d558,김서윤,user0848_hryu@naver.com,kakao,2026-03-12 08:47:45.264017+09:00,20,4,360800,4,3,4,11,충성고객
c1429dc9-1a61-40dc-98dd-e392072aaf27,송은영,user0212_simseongsu@daum.net,google,2026-03-29 10:50:42.909164+09:00,3,3,359200,5,2,4,11,신규유망
776b673e-4a48-4360-949e-5bbd5643e842,조예원,user0734_igim@hanmail.net,kakao,2026-03-09 16:49:56.837536+09:00,23,4,357100,4,3,4,11,충성고객
47a17691-5c7a-4dfd-b0cf-12d2468da6cc,엄정숙,user0053_seoyeong27@dreamwiz.com,google,2026-03-29 11:16:19.405480+09:00,3,3,352000,5,2,4,11,신규유망
478988fa-f9dc-4cb2-a979-b905df8745d7,이서영,user0375_gyeongjagim@live.com,kakao,2026-03-27 22:09:56.073519+09:00,5,4,350000,5,3,4,12,충성고객
75d3725c-c341-47c0-9087-e1f71463262d,김수진,user0230_acoe@nate.com,kakao,2026-03-12 14:12:14.820981+09:00,20,5,348230,4,3,4,11,충성고객
d4816615-5047-4387-986b-e85117a0f73a,서은정,user0913_wgim@dreamwiz.com,google,2026-03-30 19:02:04.110131+09:00,2,4,345700,5,3,4,12,충성고객
bc3d08a0-212a-4495-ad05-3fd1ddddb53f,최정자,user0378_coehyeonsug@daum.net,kakao,2025-12-12 15:58:50.272009+09:00,110,3,345500,1,2,4,7,슬리퍼
34c6abdb-64ac-47ae-9337-5e7b80945a9c,박지민,user0357_lbag@hanmail.net,kakao,2026-03-30 20:46:44.257984+09:00,2,8,345400,5,4,4,13,VIP
e9beb745-9e5e-41ea-aa74-e7087fd270ea,심지훈,user0967_jsim@naver.com,kakao,2026-03-13 19:40:07.988470+09:00,19,3,345000,4,2,4,10,신규유망
e55f8859-a5d6-4189-b9e6-09600e55d2ba,신수빈,user0932_migyeong23@naver.com,google,2026-03-24 18:59:04.827985+09:00,8,4,344900,5,3,4,12,충성고객
deebe74d-26da-4c46-8faa-9f938d26d102,황서현,user0739_ki@live.com,google,2026-03-01 01:41:05.389191+09:00,31,3,343400,3,2,4,9,일반
